"행정구역","2022년06월_계_총인구수","2022년06월_계_연령구간인구수","2022년06월_계_0~9세","2022년06월_계_10~19세","2022년06월_계_20~29세","2022년06월_계_30~39세","2022년06월_계_40~49세","2022년06월_계_50~59세","2022년06월_계_60~69세","2022년06월_계_70~79세","2022년06월_계_80~89세","2022년06월_계_90~99세","2022년06월_계_100세 이상"
"강원도 원주시 흥업면(4213037000)","9,435","9,435","449","709","1,501","914","1,228","1,626","1,741","716","479","70","2"
"강원도 원주시 판부면(4213038000)","7,327","7,327","376","629","954","873","1,131","1,411","1,134","477","291","49","2"
"강원도 원주시 신림면(4213039000)","3,546","3,546","68","105","170","178","259","710","1,048","573","388","45","2"
"강원도 원주시 중앙동(4213051500)","2,498","2,498","42","90","164","163","248","507","632","337","261","54","0"
"강원도 원주시 원인동(4213052000)","4,333","4,333","166","299","626","450","515","778","795","389","279","35","1"
"강원도 원주시 개운동(4213053000)","12,687","12,687","562","1,237","1,542","1,175","1,656","2,397","2,126","1,176","721","93","2"
"강원도 원주시 명륜1동(4213054100)","8,269","8,269","365","679","1,023","746","1,061","1,606","1,504","788","439","56","2"
"강원도 원주시 명륜2동(4213054200)","17,306","17,306","941","1,773","2,300","1,789","2,579","3,312","2,619","1,182","701","109","1"
"강원도 원주시 단구동(4213055000)","44,237","44,237","3,092","4,996","6,494","5,479","7,669","7,877","5,050","2,179","1,246","152","3"
"강원도 원주시 일산동(4213056000)","8,558","8,558","378","576","1,564","1,000","965","1,326","1,415","812","453","67","2"
"강원도 원주시 학성동(4213057500)","4,570","4,570","131","265","490","361","576","876","970","511","332","55","3"
"강원도 원주시 단계동(4213059000)","28,718","28,718","2,051","2,289","4,119","4,273","4,024","5,213","4,274","1,520","827","124","4"
"강원도 원주시 우산동(4213060000)","13,476","13,476","909","1,179","1,986","1,512","2,104","2,280","1,982","968","487","68","1"
"강원도 원주시 태장1동(4213061000)","10,250","10,250","695","1,066","1,152","1,020","1,682","1,787","1,566","803","425","53","1"
"강원도 원주시 태장2동(4213062000)","24,685","24,685","1,569","2,450","2,911","2,660","3,919","4,607","3,790","1,657","993","127","2"
"강원도 원주시 봉산동(4213063500)","7,749","7,749","232","579","826","607","876","1,495","1,610","866","571","82","5"
"강원도 원주시 행구동(4213065000)","8,783","8,783","638","971","1,004","915","1,355","1,636","1,326","527","349","58","4"
"강원도 원주시 무실동(4213066000)","34,928","34,928","3,059","4,485","4,426","4,602","6,594","5,642","3,888","1,439","678","113","2"
"강원도 원주시 반곡관설동(4213067500)","44,604","44,604","4,917","5,781","5,237","7,178","8,784","6,817","3,699","1,362","701","124","4"
"강원도 강릉시 (4215000000)","212,277","212,277","12,515","18,099","24,146","20,878","31,509","36,544","35,855","20,112","10,844","1,721","54"
"강원도 강릉시 주문진읍(4215025000)","16,617","16,617","652","912","1,412","1,200","2,028","2,955","3,637","2,345","1,264","207","5"
"강원도 강릉시 성산면(4215031000)","3,467","3,467","118","197","261","204","378","669","798","455","332","55","0"
"강원도 강릉시 왕산면(4215032000)","1,575","1,575","34","33","80","81","98","297","502","272","151","27","0"
"강원도 강릉시 구정면(4215033000)","4,258","4,258","213","287","324","307","487","734","1,002","504","316","81","3"
"강원도 강릉시 강동면(4215034000)","4,143","4,143","92","165","384","268","402","742","959","640","419","70","2"
"강원도 강릉시 옥계면(4215035000)","3,440","3,440","86","146","228","205","304","624","904","551","346","45","1"
"강원도 강릉시 사천면(4215036000)","4,718","4,718","177","252","416","402","563","856","1,096","555","339","59","3"
"강원도 강릉시 연곡면(4215037000)","6,348","6,348","305","444","472","496","907","1,071","1,396","794","399","61","3"
"강원도 강릉시 홍제동(4215051000)","15,102","15,102","1,231","1,467","1,661","1,926","2,551","2,462","2,036","1,123","549","91","5"
"강원도 강릉시 중앙동(4215052000)","4,748","4,748","147","274","520","393","593","750","968","670","362","68","3"
"강원도 강릉시 옥천동(4215054000)","3,347","3,347","89","154","323","255","411","607","671","544","266","25","2"
"강원도 강릉시 교1동(4215055000)","25,649","25,649","1,589","2,755","3,594","2,530","4,293","4,512","3,400","1,814","1,019","136","7"
"강원도 강릉시 교2동(4215056000)","7,664","7,664","336","543","936","747","976","1,372","1,474","800","418","60","2"
"강원도 강릉시 포남1동(4215057100)","10,535","10,535","411","735","1,272","912","1,393","1,982","2,039","1,174","548","67","2"
"강원도 강릉시 포남2동(4215057200)","12,694","12,694","510","1,050","1,562","1,215","1,759","2,307","2,429","1,184","565","110","3"
"강원도 강릉시 초당동(4215058000)","4,683","4,683","282","349","514","542","676","886","808","375","220","31","0"
"강원도 강릉시 송정동(4215059000)","9,961","9,961","850","988","1,105","1,203","1,628","1,665","1,480","662","317","61","2"
"강원도 강릉시 내곡동(4215060000)","16,460","16,460","1,296","1,531","2,312","1,983","2,721","2,582","2,261","1,123","559","89","3"
"강원도 강릉시 강남동(4215061500)","17,666","17,666","858","1,439","1,874","1,528","2,402","3,061","3,090","2,082","1,155","175","2"
"강원도 강릉시 성덕동(4215064500)","27,893","27,893","2,147","3,259","3,328","3,088","4,928","4,666","3,557","1,781","981","152","6"
"강원도 강릉시 경포동(4215066500)","11,309","11,309","1,092","1,119","1,568","1,393","2,011","1,744","1,348","664","319","51","0"
"강원도 동해시 (4217000000)","89,574","89,574","6,045","8,419","9,067","8,463","14,092","15,652","14,858","8,151","4,219","594","14"
"강원도 동해시 천곡동(4217051000)","30,644","30,644","2,521","3,256","3,301","3,345","5,142","5,119","4,785","2,101","918","154","2"
"강원도 동해시 송정동(4217052000)","3,674","3,674","119","199","486","263","448","619","762","442","291","44","1"
"강원도 동해시 북삼동(4217053000)","19,958","19,958","1,425","2,423","2,380","1,916","3,645","3,740","2,545","1,211","593","80","0"
"강원도 동해시 부곡동(4217054000)","4,920","4,920","156","324","406","308","623","903","1,100","723","332","43","2"
"강원도 동해시 동호동(4217055000)","5,070","5,070","265","412","451","404","713","919","939","649","292","24","2"
"강원도 동해시 발한동(4217057000)","3,283","3,283","88","153","230","189","381","528","781","570","319","43","1"
"강원도 동해시 묵호동(4217059000)","3,008","3,008","86","152","165","152","371","494","677","560","327","23","1"
"강원도 동해시 북평동(4217060000)","12,815","12,815","1,168","1,171","1,210","1,487","2,059","2,190","1,915","965","557","91","2"
"강원도 동해시 망상동(4217063000)","3,440","3,440","152","176","236","227","423","583","745","512","335","50","1"
"강원도 동해시 삼화동(4217065000)","2,762","2,762","65","153","202","172","287","557","609","418","255","42","2"
"강원도 태백시 (4219000000)","40,085","40,085","2,142","3,554","3,309","3,077","5,938","6,976","7,659","4,882","2,307","236","5"
"강원도 태백시 황지동(4219051500)","5,965","5,965","393","540","539","505","873","1,028","1,138","632","284","31","2"
"강원도 태백시 황연동(4219052500)","4,191","4,191","147","293","312","247","561","729","1,006","611","255","29","1"
"강원도 태백시 삼수동(4219053500)","5,563","5,563","304","482","366","408","832","895","1,041","801","394","38","2"
"강원도 태백시 상장동(4219054000)","12,882","12,882","953","1,516","1,321","1,214","2,441","2,240","1,773","974","402","48","0"
"강원도 태백시 문곡소도동(4219058500)","3,775","3,775","139","250","273","243","459","703","903","529","243","33","0"
"강원도 태백시 장성동(4219059500)","3,292","3,292","126","203","258","222","346","665","714","473","260","25","0"
"강원도 태백시 구문소동(4219060500)","2,443","2,443","47","195","115","121","237","386","598","477","247","20","0"
"강원도 태백시 철암동(4219061500)","1,974","1,974","33","75","125","117","189","330","486","385","222","12","0"
"강원도 속초시 (4221000000)","82,848","82,848","5,540","7,059","8,769","9,059","12,156","15,130","14,039","6,930","3,547","607","12"
"강원도 속초시 영랑동(4221051000)","4,403","4,403","163","218","386","395","487","866","1,038","542","262","43","3"
"강원도 속초시 동명동(4221052000)","3,459","3,459","202","247","272","291","468","663","683","402","198","33","0"
"강원도 속초시 금호동(4221054000)","6,034","6,034","223","414","580","479","709","1,163","1,295","705","382","84","0"
"강원도 속초시 교동(4221056000)","9,480","9,480","473","763","1,106","977","1,253","1,695","1,825","877","443","66","2"
"강원도 속초시 노학동(4221057000)","21,773","21,773","1,331","2,097","2,398","2,238","3,272","4,099","3,615","1,651","917","153","2"
"강원도 속초시 조양동(4221058000)","29,611","29,611","2,766","2,945","3,354","3,910","4,998","5,123","3,804","1,773","812","124","2"
"강원도 속초시 청호동(4221059000)","4,989","4,989","303","264","442","558","668","904","997","491","297","62","3"
"강원도 속초시 대포동(4221060000)","3,099","3,099","79","111","231","211","301","617","782","489","236","42","0"
"강원도 삼척시 (4223000000)","64,165","64,165","3,513","5,273","6,844","5,188","8,534","10,899","11,943","7,088","4,192","675","16"
"강원도 삼척시 도계읍(4223025000)","9,770","9,770","258","1,060","1,725","436","948","1,483","1,949","1,187","646","76","2"
"강원도 삼척시 원덕읍(4223025300)","3,209","3,209","71","112","227","185","340","610","751","503","356","51","3"
"강원도 삼척시 원덕읍임원출장소(4223025400)","1,683","1,683","47","57","108","77","188","318","413","272","169","32","2"
"강원도 삼척시 근덕면(4223031000)","5,024","5,024","108","164","286","260","446","949","1,271","796","619","121","4"
"강원도 삼척시 하장면(4223032000)","1,282","1,282","20","39","57","60","122","255","399","182","131","17","0"
"강원도 삼척시 노곡면(4223033000)","705","705","7","9","24","18","57","133","207","134","91","25","0"
"강원도 삼척시 미로면(4223034000)","1,802","1,802","30","58","74","67","181","322","480","319","225","46","0"
"강원도 삼척시 가곡면(4223035000)","670","670","12","24","20","18","67","118","191","125","82","13","0"
"강원도 삼척시 신기면(4223036000)","670","670","13","13","24","27","65","137","176","121","82","12","0"
"강원도 삼척시 남양동(4223051000)","7,236","7,236","215","442","656","542","862","1,294","1,596","1,047","504","77","1"
"강원도 삼척시 교동(4223053000)","15,725","15,725","1,719","1,827","1,976","2,062","2,804","2,505","1,669","757","346","59","1"
"강원도 삼척시 정라동(4223054000)","8,622","8,622","550","735","969","805","1,329","1,527","1,365","822","443","76","1"
"강원도 삼척시 성내동(4223057000)","7,767","7,767","463","733","698","631","1,125","1,248","1,476","823","498","70","2"
"강원도 홍천군 (4272000000)","67,884","67,884","3,416","4,800","6,223","5,569","7,816","11,893","15,201","7,496","4,780","667","23"
"강원도 홍천군 홍천읍(4272025000)","33,728","33,728","2,314","3,310","3,882","3,537","5,018","5,837","5,439","2,607","1,554","225","5"
"강원도 홍천군 화촌면(4272031000)","4,485","4,485","98","141","329","251","341","708","1,362","722","449","80","4"
"강원도 홍천군 두촌면(4272032000)","2,432","2,432","43","94","122","103","149","416","770","407","280","47","1"
"강원도 홍천군 내촌면(4272033000)","2,411","2,411","45","73","106","102","160","441","784","384","281","33","2"
"강원도 홍천군 서석면(4272034000)","3,715","3,715","119","178","255","190","287","739","1,054","503","345","42","3"
"강원도 홍천군 영귀미면(4272035200)","4,104","4,104","108","177","206","216","348","730","1,214","662","393","47","3"
"강원도 홍천군 남면(4272036000)","6,097","6,097","364","390","695","574","531","911","1,371","696","498","67","0"
"강원도 홍천군 서면(4272037000)","3,808","3,808","88","116","215","203","343","695","1,168","569","351","58","2"
"강원도 홍천군 북방면(4272038000)","3,980","3,980","124","182","254","236","369","763","1,104","521","386","40","1"
"강원도 홍천군 내면(4272039000)","3,124","3,124","113","139","159","157","270","653","935","425","243","28","2"
"강원도 횡성군 (4273000000)","46,546","46,546","2,042","3,468","3,500","3,202","4,878","8,404","11,177","5,801","3,528","525","21"
"강원도 횡성군 횡성읍(4273025000)","20,956","20,956","1,404","1,973","2,170","1,962","2,892","3,688","3,595","1,889","1,173","203","7"
"강원도 횡성군 우천면(4273031000)","4,436","4,436","118","201","319","235","374","826","1,234","670","402","55","2"
"강원도 횡성군 안흥면(4273032000)","3,170","3,170","68","569","115","115","179","525","873","443","243","38","2"
"강원도 횡성군 둔내면(4273033000)","5,912","5,912","219","381","340","389","586","1,155","1,572","739","474","51","6"
"강원도 횡성군 갑천면(4273034000)","2,424","2,424","33","60","123","87","164","453","786","416","262","39","1"
"강원도 횡성군 청일면(4273035000)","2,371","2,371","35","63","87","84","141","460","788","431","242","38","2"
"강원도 횡성군 공근면(4273036000)","3,457","3,457","74","100","178","158","260","630","1,076","546","368","67","0"
"강원도 횡성군 서원면(4273037000)","2,079","2,079","55","60","98","107","163","339","695","321","219","22","0"
"강원도 횡성군 강림면(4273038000)","1,741","1,741","36","61","70","65","119","328","558","346","145","12","1"
"강원도 영월군 (4275000000)","37,934","37,934","1,512","2,759","3,061","2,535","4,298","7,017","8,541","4,850","2,966","381","14"
"강원도 영월군 영월읍(4275025000)","20,866","20,866","1,184","2,064","2,191","1,805","2,882","3,728","3,559","2,090","1,208","150","5"
"강원도 영월군 상동읍(4275025300)","1,005","1,005","17","31","41","32","97","182","279","171","141","14","0"
"강원도 영월군 산솔면(4275031200)","1,406","1,406","28","45","59","41","103","304","406","243","160","17","0"
"강원도 영월군 김삿갓면(4275032500)","1,737","1,737","21","77","88","52","149","352","559","260","152","27","0"
"강원도 영월군 북면(4275033000)","2,063","2,063","30","88","113","91","162","412","579","339","220","27","2"
"강원도 영월군 남면(4275034000)","2,217","2,217","31","90","114","98","202","396","674","357","219","34","2"
"강원도 영월군 한반도면(4275035500)","1,201","1,201","40","38","80","63","107","257","328","172","107","9","0"
"강원도 영월군 한반도면쌍용출장소(4275035900)","1,627","1,627","44","47","100","96","150","270","422","286","184","27","1"
"강원도 영월군 주천면(4275036000)","3,740","3,740","85","197","198","168","287","726","1,057","563","405","51","3"
"강원도 영월군 무릉도원면(4275038000)","2,072","2,072","32","82","77","89","159","390","678","369","170","25","1"
"강원도 평창군 (4276000000)","41,150","41,150","1,680","2,704","3,209","2,772","4,970","7,725","9,634","5,119","2,922","401","14"
"강원도 평창군 평창읍(4276025000)","8,465","8,465","376","678","765","614","1,020","1,552","1,839","969","563","86","3"
"강원도 평창군 미탄면(4276031000)","1,623","1,623","30","61","96","57","154","333","475","253","140","24","0"
"강원도 평창군 방림면(4276032000)","858","858","18","39","41","36","66","156","265","140","87","10","0"
"강원도 평창군 방림면계촌출장소(4276032500)","1,707","1,707","49","67","77","86","142","325","543","255","138","25","0"
"강원도 평창군 대화면(4276033000)","5,161","5,161","194","301","357","286","578","956","1,283","689","450","64","3"
"강원도 평창군 봉평면(4276034000)","5,781","5,781","259","417","409","405","758","1,099","1,382","664","346","40","2"
"강원도 평창군 용평면(4276035000)","3,087","3,087","110","186","209","151","339","630","787","385","263","27","0"
"강원도 평창군 진부면(4276036000)","8,530","8,530","365","606","701","527","1,050","1,573","1,910","1,106","598","90","4"
"강원도 평창군 대관령면(4276038000)","5,938","5,938","279","349","554","610","863","1,101","1,150","658","337","35","2"
"강원도 정선군 (4277000000)","35,334","35,334","1,518","2,354","2,533","2,614","4,547","6,628","7,938","4,431","2,428","334","9"
"강원도 정선군 정선읍(4277025000)","10,281","10,281","557","927","944","813","1,494","1,873","1,855","1,123","587","103","5"
"강원도 정선군 고한읍(4277025300)","4,334","4,334","261","223","284","622","689","707","815","527","190","16","0"
"강원도 정선군 사북읍(4277025600)","4,611","4,611","245","368","346","386","727","879","984","457","200","18","1"
"강원도 정선군 신동읍(4277025900)","1,788","1,788","56","109","119","85","186","357","447","258","160","11","0"
"강원도 정선군 신동읍함백출장소(4277026000)","1,594","1,594","40","100","114","82","159","301","404","237","140","16","1"
"강원도 정선군 남면(4277032000)","3,153","3,153","118","182","179","223","432","586","820","390","197","25","1"
"강원도 정선군 북평면(4277034000)","2,492","2,492","76","168","148","124","279","479","570","365","237","46","0"
"강원도 정선군 임계면(4277035000)","3,467","3,467","78","130","170","143","264","718","991","529","395","49","0"
"강원도 정선군 화암면(4277036000)","1,638","1,638","45","74","103","59","140","377","469","213","140","18","0"
"강원도 정선군 여량면(4277037000)","1,976","1,976","42","73","126","77","177","351","583","332","182","32","1"
"강원도 철원군 (4278000000)","42,789","42,789","3,047","3,471","4,997","4,473","5,352","6,834","7,304","4,435","2,497","368","11"
"강원도 철원군 철원읍(4278025000)","5,224","5,224","408","446","543","597","624","851","838","568","306","42","1"
"강원도 철원군 김화읍(4278025300)","3,389","3,389","318","253","430","468","360","435","535","337","217","36","0"
"강원도 철원군 갈말읍(4278025600)","11,797","11,797","755","932","1,434","1,209","1,549","1,965","2,054","1,188","617","91","3"
"강원도 철원군 동송읍(4278025900)","14,726","14,726","1,044","1,340","1,603","1,421","1,954","2,420","2,518","1,460","845","118","3"
"강원도 철원군 서면(4278031000)","1,809","1,809","147","80","332","237","163","219","279","208","126","18","0"
"강원도 철원군 서면와수출장소(4278031500)","3,607","3,607","214","301","407","294","514","608","634","372","218","43","2"
"강원도 철원군 근남면(4278032000)","2,131","2,131","161","116","247","245","179","318","426","273","145","19","2"
"강원도 철원군 근북면(4278033000)","106","106","0","3","1","2","9","18","20","29","23","1","0"
"강원도 화천군 (4279000000)","23,961","23,961","1,661","1,679","3,398","2,717","2,601","3,706","4,228","2,205","1,539","216","11"
"강원도 화천군 화천읍(4279025000)","8,224","8,224","662","721","1,082","972","1,086","1,252","1,228","692","467","58","4"
"강원도 화천군 간동면(4279031000)","2,665","2,665","47","127","223","131","207","563","689","379","248","49","2"
"강원도 화천군 하남면(4279032000)","2,865","2,865","135","245","255","224","346","525","591","294","222","27","1"
"강원도 화천군 상서면(4279033000)","3,988","3,988","243","158","976","520","299","477","674","338","269","31","3"
"강원도 화천군 사내면(4279034000)","6,219","6,219","574","428","862","870","663","889","1,046","502","333","51","1"
"강원도 양구군 (4280000000)","21,607","21,607","1,592","1,950","2,741","2,407","2,417","3,352","3,712","1,959","1,296","176","5"
"강원도 양구군 양구읍(4280025000)","13,744","13,744","1,331","1,562","1,620","1,830","1,805","2,010","1,943","953","614","73","3"
"강원도 양구군 국토정중앙면(4280031500)","3,332","3,332","98","175","425","234","268","573","783","433","296","45","2"
"강원도 양구군 동면(4280032000)","2,035","2,035","96","81","361","183","144","326","399","250","163","32","0"
"강원도 양구군 방산면(4280033000)","1,250","1,250","41","63","231","86","81","188","283","143","120","14","0"
"강원도 양구군 해안면(4280034000)","1,246","1,246","26","69","104","74","119","255","304","180","103","12","0"
"강원도 인제군 (4281000000)","32,177","32,177","2,444","2,271","4,094","3,916","3,997","5,047","5,775","2,737","1,631","258","7"
"강원도 인제군 인제읍(4281025000)","10,317","10,317","971","902","1,225","1,367","1,520","1,563","1,537","753","410","66","3"
"강원도 인제군 인제읍귀둔출장소(4281025100)","506","506","13","28","24","28","51","119","121","79","39","4","0"
"강원도 인제군 남면(4281031000)","3,795","3,795","249","230","485","495","393","561","776","336","232","37","1"
"강원도 인제군 북면(4281032000)","7,970","7,970","512","598","954","795","1,008","1,401","1,507","681","448","63","3"
"강원도 인제군 기린면(4281033000)","4,990","4,990","364","312","545","639","607","770","1,009","432","260","52","0"
"강원도 인제군 서화면(4281034000)","2,572","2,572","211","117","528","395","232","309","408","221","129","22","0"
"강원도 인제군 상남면(4281035000)","2,027","2,027","124","84","333","197","186","324","417","235","113","14","0"
"강원도 고성군 (4282000000)","27,331","27,331","1,345","1,581","2,634","2,364","3,048","4,787","5,773","3,398","2,062","331","8"
"강원도 고성군 간성읍(4282025000)","7,094","7,094","582","533","905","838","869","1,108","1,147","635","418","58","1"
"강원도 고성군 거진읍(4282025300)","5,945","5,945","153","319","448","306","560","1,079","1,422","944","598","114","2"
"강원도 고성군 현내면(4282031000)","2,294","2,294","61","89","123","129","195","379","642","396","238","42","0"
"강원도 고성군 죽왕면(4282032000)","3,433","3,433","93","159","301","241","340","607","830","480","335","45","2"
"강원도 고성군 토성면(4282033000)","8,565","8,565","456","481","857","850","1,084","1,614","1,732","943","473","72","3"
"강원도 양양군 (4283000000)","27,899","27,899","1,205","1,732","2,247","2,187","3,457","4,959","5,991","3,681","2,095","335","10"
"강원도 양양군 양양읍(4283025000)","12,663","12,663","778","1,089","1,180","1,184","1,946","2,198","2,228","1,268","671","116","5"
"강원도 양양군 서면(4283031000)","2,794","2,794","48","160","185","143","278","510","680","478","276","35","1"
"강원도 양양군 손양면(4283032000)","2,296","2,296","58","85","170","165","213","426","532","361","248","37","1"
"강원도 양양군 현북면(4283033000)","2,613","2,613","71","85","171","183","241","456","679","437","254","34","2"
"강원도 양양군 현남면(4283034000)","2,944","2,944","72","112","142","204","306","471","743","512","325","56","1"
"강원도 양양군 강현면(4283035000)","4,589","4,589","178","201","399","308","473","898","1,129","625","321","57","0"
"충청북도  (4300000000)","1,597,118","1,597,118","113,188","145,807","191,506","188,594","237,369","269,978","245,490","123,211","71,815","9,862","298"
"충청북도 청주시 (4311000000)","849,003","849,003","68,895","84,541","117,104","117,052","136,402","138,065","107,814","49,320","26,076","3,631","103"
"충청북도 청주시 상당구 (4311100000)","194,043","194,043","15,632","19,591","23,830","23,328","30,555","33,314","26,914","12,804","7,065","981","29"
"충청북도 청주시 상당구 낭성면(4311131000)","2,207","2,207","49","49","140","128","162","411","633","346","246","41","2"
"충청북도 청주시 상당구 미원면(4311132000)","4,823","4,823","94","160","279","273","372","803","1,385","799","568","87","3"
"충청북도 청주시 상당구 가덕면(4311133000)","3,830","3,830","79","107","289","204","346","785","1,014","564","398","44","0"
"충청북도 청주시 상당구 남일면(4311134000)","6,792","6,792","383","418","650","680","751","1,269","1,454","631","486","65","5"
"충청북도 청주시 상당구 문의면(4311135000)","3,829","3,829","70","178","265","199","354","713","913","583","479","73","2"
"충청북도 청주시 상당구 중앙동(4311152500)","6,875","6,875","364","503","1,036","854","890","1,103","1,007","662","411","42","3"
"충청북도 청주시 상당구 성안동(4311154500)","6,730","6,730","230","343","900","684","772","1,142","1,314","810","464","70","1"
"충청북도 청주시 상당구 탑대성동(4311162000)","8,456","8,456","364","618","943","739","1,105","1,527","1,565","993","518","80","4"
"충청북도 청주시 상당구 영운동(4311167000)","10,491","10,491","552","834","1,204","1,112","1,478","1,898","1,850","1,025","485","52","1"
"충청북도 청주시 상당구 금천동(4311168000)","30,646","30,646","2,349","3,654","3,900","3,344","5,276","5,269","3,875","1,964","898","117","0"
"충청북도 청주시 상당구 용담.명암.산성동(4311169000)","13,266","13,266","1,373","1,948","1,455","1,420","2,487","2,168","1,361","676","322","54","2"
"충청북도 청주시 상당구 용암1동(4311172000)","56,381","56,381","5,551","6,490","7,558","7,796","9,817","9,416","6,251","2,257","1,081","160","4"
"충청북도 청주시 상당구 용암2동(4311173000)","39,717","39,717","4,174","4,289","5,211","5,895","6,745","6,810","4,292","1,494","709","96","2"
"충청북도 청주시 서원구 (4311200000)","192,503","192,503","12,200","19,216","27,935","22,248","29,299","33,762","27,393","12,847","6,676","904","23"
"충청북도 청주시 서원구 남이면(4311231000)","9,953","9,953","610","571","1,075","1,053","1,194","2,035","1,965","846","533","71","0"
"충청북도 청주시 서원구 현도면(4311232000)","3,194","3,194","65","100","172","189","295","555","803","536","397","79","3"
"충청북도 청주시 서원구 사직1동(4311251000)","5,999","5,999","222","377","724","598","783","1,182","1,152","596","326","38","1"
"충청북도 청주시 서원구 사직2동(4311252000)","13,404","13,404","1,228","1,377","1,422","1,726","2,001","2,114","2,086","890","486","71","3"
"충청북도 청주시 서원구 사창동(4311253000)","14,694","14,694","552","899","3,523","1,960","1,803","2,045","2,095","1,221","544","51","1"
"충청북도 청주시 서원구 모충동(4311254000)","17,147","17,147","878","1,173","2,774","2,127","2,147","2,913","2,962","1,380","698","92","3"
"충청북도 청주시 서원구 산남동(4311255000)","26,173","26,173","2,064","3,772","3,619","3,007","4,845","4,725","2,473","1,081","507","76","4"
"충청북도 청주시 서원구 분평동(4311256000)","29,771","29,771","2,161","3,812","4,222","3,161","5,166","5,680","3,212","1,406","844","106","1"
"충청북도 청주시 서원구 수곡1동(4311257000)","13,236","13,236","486","914","1,945","1,322","1,671","2,348","2,438","1,350","690","69","3"
"충청북도 청주시 서원구 수곡2동(4311258000)","15,777","15,777","864","1,332","1,890","1,701","2,035","3,028","2,824","1,310","684","108","1"
"충청북도 청주시 서원구 성화.개신.죽림동(4311259000)","43,155","43,155","3,070","4,889","6,569","5,404","7,359","7,137","5,383","2,231","967","143","3"
"충청북도 청주시 흥덕구 (4311300000)","268,176","268,176","22,950","26,204","39,826","41,387","43,612","43,136","30,841","12,938","6,345","914","23"
"충청북도 청주시 흥덕구 오송읍(4311325000)","24,553","24,553","2,100","2,412","3,500","4,009","4,240","3,355","2,753","1,353","716","113","2"
"충청북도 청주시 흥덕구 강내면(4311331000)","10,703","10,703","618","1,012","1,378","1,062","1,525","2,021","1,684","849","484","68","2"
"충청북도 청주시 흥덕구 옥산면(4311332000)","17,820","17,820","2,167","1,287","1,705","3,332","2,691","2,699","2,255","1,028","579","75","2"
"충청북도 청주시 흥덕구 운천.신봉동(4311370000)","16,517","16,517","758","1,367","2,369","1,765","2,277","3,294","2,778","1,217","599","90","3"
"충청북도 청주시 흥덕구 복대1동(4311374100)","50,005","50,005","5,321","6,340","6,810","7,995","9,914","7,426","3,911","1,492","695","100","1"
"충청북도 청주시 흥덕구 복대2동(4311374200)","15,966","15,966","569","1,011","3,392","1,902","1,963","2,731","2,536","1,268","535","58","1"
"충청북도 청주시 흥덕구 가경동(4311374700)","55,705","55,705","4,828","6,644","7,485","7,082","9,345","10,241","6,588","2,299","1,035","155","3"
"충청북도 청주시 흥덕구 봉명1동(4311375100)","9,592","9,592","400","553","1,988","1,626","1,290","1,512","1,326","616","246","33","2"
"충청북도 청주시 흥덕구 봉명2.송정동(4311375600)","23,550","23,550","1,460","2,167","4,016","3,848","3,763","3,900","2,768","1,073","482","71","2"
"충청북도 청주시 흥덕구 강서제1동(4311376000)","28,489","28,489","1,924","2,247","5,190","4,687","4,226","4,575","3,375","1,410","729","121","5"
"충청북도 청주시 흥덕구 강서제2동(4311377000)","15,276","15,276","2,805","1,164","1,993","4,079","2,378","1,382","867","333","245","30","0"
"충청북도 청주시 청원구 (4311400000)","194,281","194,281","18,113","19,530","25,513","30,089","32,936","27,853","22,666","10,731","5,990","832","28"
"충청북도 청주시 청원구 내수읍(4311425000)","19,020","19,020","1,267","1,768","2,209","1,851","2,930","3,497","3,000","1,460","893","139","6"
"충청북도 청주시 청원구 오창읍(4311425300)","69,855","69,855","9,204","7,786","8,498","14,478","13,393","7,722","5,165","2,219","1,194","193","3"
"충청북도 청주시 청원구 북이면(4311431000)","4,448","4,448","73","147","305","286","385","800","1,183","687","507","70","5"
"충청북도 청주시 청원구 우암동(4311451000)","12,385","12,385","482","761","2,097","1,489","1,496","1,980","2,026","1,236","749","67","2"
"충청북도 청주시 청원구 내덕1동(4311452000)","8,413","8,413","280","515","1,021","816","1,085","1,473","1,661","979","516","63","4"
"충청북도 청주시 청원구 내덕2동(4311453000)","13,391","13,391","796","1,052","2,061","1,607","1,950","2,229","1,957","1,114","570","55","0"
"충청북도 청주시 청원구 율량.사천동(4311454000)","48,631","48,631","3,918","5,042","7,445","6,970","8,042","7,828","5,881","2,232","1,098","170","5"
"충청북도 청주시 청원구 오근장동(4311455000)","18,138","18,138","2,093","2,459","1,877","2,592","3,655","2,324","1,793","804","463","75","3"
"충청북도 충주시 (4313000000)","208,728","208,728","13,372","18,177","22,990","22,551","30,071","36,698","34,764","17,758","10,862","1,444","41"
"충청북도 충주시 주덕읍(4313025000)","4,795","4,795","92","195","353","283","448","969","1,247","660","484","63","1"
"충청북도 충주시 살미면(4313031000)","2,021","2,021","32","51","108","94","154","383","623","349","188","37","2"
"충청북도 충주시 수안보면(4313032500)","2,885","2,885","69","112","160","139","218","546","814","484","297","46","0"
"충청북도 충주시 대소원면(4313033500)","9,178","9,178","579","432","1,398","1,458","1,226","1,500","1,453","626","445","60","1"
"충청북도 충주시 신니면(4313035000)","2,848","2,848","22","84","143","143","181","520","842","461","403","48","1"
"충청북도 충주시 노은면(4313036000)","2,238","2,238","39","88","99","100","157","347","669","403","290","45","1"
