"행정구역","2022년06월_계_총인구수","2022년06월_계_연령구간인구수","2022년06월_계_0~9세","2022년06월_계_10~19세","2022년06월_계_20~29세","2022년06월_계_30~39세","2022년06월_계_40~49세","2022년06월_계_50~59세","2022년06월_계_60~69세","2022년06월_계_70~79세","2022년06월_계_80~89세","2022년06월_계_90~99세","2022년06월_계_100세 이상"
"경상남도 거제시 일운면(4831031000)","8,198","8,198","529","628","643","803","1,254","1,656","1,592","664","369","60","0"
"경상남도 거제시 동부면(4831032000)","3,061","3,061","71","124","185","192","326","583","786","486","273","35","0"
"경상남도 거제시 남부면(4831033000)","1,559","1,559","20","60","69","82","151","310","395","280","162","29","1"
"경상남도 거제시 거제면(4831034000)","7,240","7,240","351","568","526","520","982","1,320","1,481","856","533","101","2"
"경상남도 거제시 둔덕면(4831035000)","2,811","2,811","45","131","192","139","273","509","734","463","272","50","3"
"경상남도 거제시 사등면(4831036000)","11,658","11,658","1,188","1,159","834","1,457","2,184","1,903","1,611","857","397","65","3"
"경상남도 거제시 사등면가조출장소(4831036600)","1,087","1,087","30","43","55","68","107","211","309","170","84","10","0"
"경상남도 거제시 연초면(4831037000)","7,929","7,929","424","614","686","748","1,266","1,651","1,496","646","335","62","1"
"경상남도 거제시 하청면(4831038000)","3,417","3,417","144","256","238","247","411","650","738","434","244","55","0"
"경상남도 거제시 하청면칠천출장소(4831038500)","1,062","1,062","25","23","39","54","108","194","268","210","115","26","0"
"경상남도 거제시 장목면(4831039000)","3,058","3,058","66","97","175","155","345","560","725","548","333","50","4"
"경상남도 거제시 장목면외포출장소(4831039500)","1,344","1,344","42","68","62","85","163","262","313","202","124","23","0"
"경상남도 거제시 장승포동(4831051000)","5,714","5,714","296","605","580","535","1,039","1,158","912","386","183","19","1"
"경상남도 거제시 능포동(4831053000)","9,021","9,021","428","883","870","750","1,518","1,903","1,718","684","234","32","1"
"경상남도 거제시 아주동(4831054000)","26,760","26,760","3,968","3,685","2,200","4,970","6,449","3,195","1,626","459","180","28","0"
"경상남도 거제시 옥포1동(4831055000)","7,087","7,087","510","680","733","917","1,314","1,335","1,130","354","100","14","0"
"경상남도 거제시 옥포2동(4831056000)","25,482","25,482","2,099","2,956","2,518","3,134","4,853","4,862","3,625","1,031","358","44","2"
"경상남도 거제시 장평동(4831057000)","20,733","20,733","1,513","2,155","2,625","3,060","4,354","4,145","2,121","550","183","26","1"
"경상남도 거제시 고현동(4831058000)","33,715","33,715","2,817","4,145","3,648","4,214","6,586","6,124","4,252","1,384","480","64","1"
"경상남도 거제시 상문동(4831059000)","33,927","33,927","4,997","5,185","2,829","5,532","7,838","4,570","2,026","665","247","36","2"
"경상남도 거제시 수양동(4831060000)","23,560","23,560","3,164","3,840","2,080","3,144","5,513","3,498","1,545","539","202","33","2"
"경상남도 양산시 (4833000000)","353,886","353,886","31,456","35,045","38,050","45,941","61,785","59,988","47,697","22,647","10,010","1,241","26"
"경상남도 양산시 물금읍(4833025300)","119,967","119,967","14,649","13,320","13,158","19,375","23,070","17,330","11,997","4,863","1,939","262","4"
"경상남도 양산시 동면(4833031000)","38,476","38,476","4,776","3,312","3,408","6,432","7,322","5,416","4,879","2,058","759","113","1"
"경상남도 양산시 원동면(4833032000)","3,386","3,386","80","110","150","183","266","567","1,002","641","342","44","1"
"경상남도 양산시 상북면(4833033000)","12,471","12,471","446","766","1,127","1,028","1,466","2,607","2,831","1,413","682","102","3"
"경상남도 양산시 하북면(4833034000)","8,052","8,052","145","525","723","539","838","1,758","1,980","948","509","84","3"
"경상남도 양산시 중앙동(4833051000)","11,360","11,360","389","600","1,292","1,227","1,415","2,335","2,485","1,096","456","65","0"
"경상남도 양산시 양주동(4833051500)","32,596","32,596","2,151","3,961","4,342","3,050","5,636","6,414","3,845","2,148","959","90","0"
"경상남도 양산시 삼성동(4833052000)","21,601","21,601","1,238","1,632","2,848","2,881","3,350","4,371","3,362","1,243","592","81","3"
"경상남도 양산시 강서동(4833053000)","8,880","8,880","624","1,028","981","987","1,611","1,550","1,250","558","253","38","0"
"경상남도 양산시 서창동(4833054000)","28,176","28,176","2,001","3,259","3,026","2,977","5,282","5,126","3,893","1,800","729","80","3"
"경상남도 양산시 소주동(4833055000)","20,213","20,213","1,265","1,749","2,123","2,076","3,342","3,895","3,180","1,686","817","79","1"
"경상남도 양산시 평산동(4833056000)","30,608","30,608","2,116","3,202","3,007","2,865","5,274","5,356","4,371","2,912","1,367","135","3"
"경상남도 양산시 덕계동(4833057000)","18,100","18,100","1,576","1,581","1,865","2,321","2,913","3,263","2,622","1,281","606","68","4"
"경상남도 양산시웅상출장소 (4833200000)","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경상남도 의령군 (4872000000)","26,330","26,330","991","1,400","1,728","1,633","2,676","4,441","5,909","3,894","3,110","536","12"
"경상남도 의령군 의령읍(4872025000)","9,398","9,398","654","844","902","889","1,442","1,633","1,531","892","535","75","1"
"경상남도 의령군 가례면(4872031000)","1,689","1,689","25","48","81","79","132","294","469","279","235","44","3"
"경상남도 의령군 칠곡면(4872032000)","1,155","1,155","16","27","60","54","81","198","317","207","163","31","1"
"경상남도 의령군 대의면(4872033000)","1,047","1,047","36","37","58","52","69","165","261","177","158","34","0"
"경상남도 의령군 화정면(4872034000)","1,495","1,495","29","48","78","70","114","280","372","256","214","34","0"
"경상남도 의령군 용덕면(4872035000)","1,515","1,515","33","45","83","82","120","254","414","230","210","44","0"
"경상남도 의령군 정곡면(4872036000)","1,418","1,418","34","37","68","43","110","242","359","260","226","39","0"
"경상남도 의령군 지정면(4872037000)","1,841","1,841","33","55","89","70","130","315","506","342","264","37","0"
"경상남도 의령군 낙서면(4872038000)","731","731","16","21","25","28","46","102","206","150","116","20","1"
"경상남도 의령군 부림면(4872039000)","2,768","2,768","64","149","177","137","245","492","620","473","352","56","3"
"경상남도 의령군 봉수면(4872040000)","993","993","28","33","39","56","59","137","237","206","168","29","1"
"경상남도 의령군 궁류면(4872041500)","1,134","1,134","9","29","36","32","51","164","308","205","252","48","0"
"경상남도 의령군 유곡면(4872042000)","1,146","1,146","14","27","32","41","77","165","309","217","217","45","2"
"경상남도 함안군 (4873000000)","61,989","61,989","3,368","5,684","4,825","4,830","8,674","10,999","11,895","6,723","4,323","658","10"
"경상남도 함안군 가야읍(4873025000)","17,898","17,898","1,063","1,877","1,822","1,619","2,654","3,351","2,965","1,530","883","130","4"
"경상남도 함안군 칠원읍(4873025300)","18,853","18,853","1,579","2,639","1,456","1,682","3,616","3,199","2,670","1,297","608","103","4"
"경상남도 함안군 함안면(4873031000)","2,376","2,376","59","105","123","138","198","397","611","396","305","44","0"
"경상남도 함안군 군북면(4873032000)","6,035","6,035","258","274","425","486","553","970","1,399","874","693","103","0"
"경상남도 함안군 법수면(4873033000)","2,814","2,814","56","73","139","128","253","518","772","475","356","43","1"
"경상남도 함안군 대산면(4873034000)","3,314","3,314","45","120","168","139","256","548","845","642","465","86","0"
"경상남도 함안군 칠서면(4873035000)","5,228","5,228","221","412","392","364","693","1,053","1,031","625","378","58","1"
"경상남도 함안군 칠북면(4873036000)","1,881","1,881","18","51","92","78","145","312","540","346","274","25","0"
"경상남도 함안군 산인면(4873038000)","2,697","2,697","57","109","167","161","247","508","761","382","258","47","0"
"경상남도 함안군 여항면(4873039000)","893","893","12","24","41","35","59","143","301","156","103","19","0"
"경상남도 창녕군 (4874000000)","59,424","59,424","2,701","4,001","4,138","4,449","6,762","10,464","12,883","8,041","5,218","754","13"
"경상남도 창녕군 창녕읍(4874025000)","16,417","16,417","1,120","1,467","1,514","1,668","2,272","2,850","2,845","1,607","930","144","0"
"경상남도 창녕군 남지읍(4874025300)","11,961","11,961","804","982","813","1,006","1,709","2,086","2,343","1,338","758","120","2"
"경상남도 창녕군 고암면(4874031000)","1,856","1,856","55","88","87","101","109","316","441","347","266","45","1"
"경상남도 창녕군 성산면(4874032000)","1,612","1,612","39","36","85","87","117","285","434","277","217","35","0"
"경상남도 창녕군 대합면(4874033000)","3,797","3,797","80","181","233","227","343","701","877","628","466","61","0"
"경상남도 창녕군 이방면(4874034000)","2,459","2,459","53","274","102","120","178","371","583","413","335","29","1"
"경상남도 창녕군 유어면(4874035000)","1,736","1,736","41","48","77","91","126","258","443","370","245","36","1"
"경상남도 창녕군 대지면(4874036000)","2,472","2,472","105","186","157","165","279","427","509","358","246","36","4"
"경상남도 창녕군 계성면(4874037000)","2,290","2,290","53","70","138","129","205","435","539","389","290","40","2"
"경상남도 창녕군 영산면(4874038000)","5,240","5,240","143","321","410","352","592","1,002","1,215","730","418","56","1"
"경상남도 창녕군 장마면(4874039000)","1,849","1,849","32","55","93","91","147","295","472","360","268","36","0"
"경상남도 창녕군 도천면(4874040000)","2,701","2,701","81","128","158","158","261","494","712","396","277","36","0"
"경상남도 창녕군 길곡면(4874041000)","1,504","1,504","23","47","72","61","126","278","439","270","159","29","0"
"경상남도 창녕군 부곡면(4874042000)","3,530","3,530","72","118","199","193","298","666","1,031","558","343","51","1"
"경상남도 고성군 (4882000000)","49,987","49,987","2,125","3,959","3,488","3,291","5,887","8,839","10,333","6,853","4,450","753","9"
"경상남도 고성군 고성읍(4882025000)","23,724","23,724","1,528","2,596","2,102","2,021","3,547","4,285","3,980","2,297","1,187","178","3"
"경상남도 고성군 삼산면(4882031000)","1,769","1,769","32","78","72","82","161","286","478","338","208","34","0"
"경상남도 고성군 하일면(4882032000)","1,809","1,809","27","96","82","72","128","285","438","397","242","42","0"
"경상남도 고성군 하이면(4882033000)","2,631","2,631","91","167","187","164","271","460","608","393","246","43","1"
"경상남도 고성군 상리면(4882034000)","1,569","1,569","17","56","68","68","120","263","399","302","235","41","0"
"경상남도 고성군 대가면(4882035000)","1,622","1,622","28","58","65","55","121","269","447","284","234","61","0"
"경상남도 고성군 영현면(4882036000)","860","860","11","25","34","33","49","113","220","192","162","21","0"
"경상남도 고성군 영오면(4882037000)","1,369","1,369","36","54","74","65","104","236","332","223","202","42","1"
"경상남도 고성군 개천면(4882038000)","1,084","1,084","20","61","46","36","75","148","293","183","182","39","1"
"경상남도 고성군 구만면(4882039000)","1,038","1,038","25","28","48","44","63","171","270","203","152","33","1"
"경상남도 고성군 회화면(4882040000)","3,499","3,499","131","301","216","209","355","613","791","531","305","47","0"
"경상남도 고성군 마암면(4882041000)","1,723","1,723","15","43","67","60","152","336","420","333","249","47","1"
"경상남도 고성군 동해면(4882042000)","3,021","3,021","52","133","157","132","247","558","750","543","388","61","0"
"경상남도 고성군 거류면(4882043000)","4,269","4,269","112","263","270","250","494","816","907","634","458","64","1"
"경상남도 남해군 (4884000000)","42,071","42,071","1,477","2,770","2,922","2,282","4,291","6,979","8,729","6,640","4,994","974","13"
"경상남도 남해군 남해읍(4884025000)","13,024","13,024","791","1,342","1,468","1,066","1,844","2,198","2,106","1,255","808","144","2"
"경상남도 남해군 이동면(4884031000)","3,701","3,701","66","261","182","134","307","612","805","694","543","96","1"
"경상남도 남해군 상주면(4884032000)","1,647","1,647","57","110","85","82","139","289","348","259","234","44","0"
"경상남도 남해군 삼동면(4884033000)","3,853","3,853","112","190","174","172","369","622","889","682","521","121","1"
"경상남도 남해군 미조면(4884034000)","2,202","2,202","63","148","157","108","211","431","529","354","167","34","0"
"경상남도 남해군 남면(4884035000)","3,420","3,420","59","156","166","134","290","592","721","680","520","97","5"
"경상남도 남해군 서면(4884036000)","2,526","2,526","44","85","104","90","205","375","561","486","487","88","1"
"경상남도 남해군 고현면(4884037000)","3,465","3,465","113","155","169","172","298","541","727","640","516","134","0"
"경상남도 남해군 설천면(4884038000)","2,772","2,772","49","93","144","96","172","429","687","529","472","100","1"
"경상남도 남해군 창선면(4884039000)","5,461","5,461","123","230","273","228","456","890","1,356","1,061","726","116","2"
"경상남도 하동군 (4885000000)","42,975","42,975","1,552","2,584","2,834","2,434","4,418","7,923","9,547","6,290","4,562","817","14"
"경상남도 하동군 하동읍(4885025000)","9,586","9,586","481","813","873","749","1,242","1,784","1,753","1,132","667","90","2"
"경상남도 하동군 화개면(4885031000)","3,026","3,026","79","178","211","121","321","682","687","445","263","38","1"
"경상남도 하동군 악양면(4885032000)","3,467","3,467","96","167","178","142","316","680","815","569","418","86","0"
